Route stop,Business,Address,Phone,Category,Google query,Owned website search status,Owned website found,Evidence
315,De Ala Dental,"39453 Fremont Boulevard, Fremont, CA",(510) 657-8907,dentist,"""De Ala Dental"" ""Fremont"" ""(510) 657-8907"" official website",ATTEMPTED - no likely owned-site hit,,"Dentist Offices | Fremont, CA - Manta.com (manta.com) [directory/profile domain] | Dentists in Fremont, CA | Fremont California Dentists - iBegin (ibegin.com) [domain does not match business name tokens] | Ricardo S. De Ala (@ArtistWalkDntal) / Twitter (twitter.com) [domain does not match business name tokens] | www.Dealadentalcare.com - De Ala Dental Care (urlm.co) [domain does not match business name tokens] | Cómo llegar a De Ala Dental (dentista) en Estados Unidos... - Cualbondi (cualbondi.com) [domain does not match business name tokens] | artist walk dental fremont - Almeda Gilley (noturnozine.blogspot.com) [domain does not match business name tokens]"
316,Top Hair Cut & Salon,"39435 Fremont Boulevard, Fremont, CA",(510) 657-7197,hairdresser,"""Top Hair Cut & Salon"" ""Fremont"" ""(510) 657-7197"" official website",ATTEMPTED - no likely owned-site hit,,"Top Hair Cut in Fremont, CA 94538 - 510-657... (chamberofcommerce.com) [directory/profile domain] | Top Hair Cut - Fremont, CA 94538 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Top Hair Cut Company Profile -Sales, Contacts, Competitors ... (buzzfile.com) [directory/profile domain] | Top Hair Cut - Barbershop in Fremont, California (barbershopsnearby.com) [directory/profile domain] | Top Hair Cut, 39435 Fremont Blvd, Fremont, CA 94538, US ... (mapquest.com) [directory/profile domain] | TOP HAIR CUT - Fremont CA - Hours, Directions, Reviews ... (loc8nearme.com) [directory/profile domain]"
317,"Amy B. Wong, D.D.S.",39358 Fremont Boulevard,(510) 818-1891,dentist,"""Amy B. Wong, D.D.S."" ""(510) 818-1891"" official website",ATTEMPTED - no likely owned-site hit,,"Helpful Links | Amy B. Wong, D.D.S. - Dentist in Fremont, California (fremontdds.com) [domain does not match business name tokens] | AMY B. WONG, D.D.S., INC. - NPI 1831243104 - Dentist in ... (npiprofile.com) [domain does not match business name tokens] | Contact Us — Amy B. Wong, DDS (fremontdds.com) [domain does not match business name tokens] | Amy B. Wong, D.d.s., Inc. in Fremont, California - Dental ... (npino.com) [domain does not match business name tokens] | Amy B. Wong, D.d.s., Inc. - Dental Clinic in Fremont, CA (dentistsok.com) [domain does not match business name tokens] | Amy B Wong Inc in Fremont, CA 94538 - 510-818... (chamberofcommerce.com) [directory/profile domain]"
318,Doan's Hair & Spa,"3367 Walnut Avenue, 94538",(510) 793-6706,hairdresser,"""Doan's Hair & Spa"" ""(510) 793-6706"" official website",ATTEMPTED - no likely owned-site hit,,Doan's Hair & Spa | BBB Business Profile | Better Business Bureau (bbb.org) [directory/profile domain]
319,Sushi Ken,39156 Paseo Padre Parkway,(510) 894-1698,restaurant,"""Sushi Ken"" ""(510) 894-1698"" official website",REVIEW - likely owned-site candidate,https://sushikenus.com/,Sushi ken | JAPANESE FOOD IN fremont (sushikenus.com) [domain/name match; phone=True; city=False; address_tokens=3]
320,Sleek Salon,"38990 Paseo Padre Parkway, Fremont, 94538",(510) 790-2600,beauty,"""Sleek Salon"" ""Fremont"" ""(510) 790-2600"" official website",ATTEMPTED - no likely owned-site hit,,"Sleek Salon - Beauty salon in Central District - Website (sleek-salon.com-place.com) [domain does not match business name tokens] | Best Nail Salons near me in Irvington, San Francisco | Fresha (fresha.com) [directory/profile domain]"
321,Stela's Hair Salon,"37477, Fremont",(510) 791-7198,hairdresser,"""Stela's Hair Salon"" ""Fremont"" ""(510) 791-7198"" official website",ATTEMPTED - no likely owned-site hit,,"Stela's Hair Salon, 37477 Niles Blvd, Fremont, CA 94536... - MapQuest (mapquest.com) [directory/profile domain]"
322,Mary’s Barbershop,"11853 Main Street, California, 94586 (reverse-geocoded approximate)",(925) 568-0021,hairdresser,"""Mary’s Barbershop"" ""California"" ""(925) 568-0021"" official website",ATTEMPTED - no likely owned-site hit,,"MARY’S BARBERSHOP - Updated May 2026 - YelpMary's Barbershop, 11853 Main St, Sunol, CA 94586, US - MapQuestCalifornia Board of Barbering and CosmetologyWhite Pages California - CA Phone Book & Directory | WhitepagesCalifornia Barber Shops: View Barbers and Find Shops Near YouSan Carlos White Pages - Find People In California CA | AddressesBOOK NOW — Jay's Barbershop (yelp.com) [directory/profile domain] | Mary's Barbershop, 11853 Main St, Sunol, CA 94586, US - MapQuest (mapquest.com) [directory/profile domain] | California Board of Barbering and Cosmetology (barbercosmo.ca.gov) [domain does not match business name tokens] | White Pages California - CA Phone Book & Directory | Whitepages (whitepages.com) [directory/profile domain] | California Barber Shops: View Barbers and Find Shops Near You (barbershops.net) [directory/profile domain] | San Carlos White Pages - Find People In California CA | Addresses (addresses.com) [domain does not match business name tokens]"
323,Yat Sing Chinese Food,"5400 Sunol Boulevard, Pleasanton, CA, 94566",(925) 484-1008,restaurant,"""Yat Sing Chinese Food"" ""Pleasanton"" ""(925) 484-1008"" official website",ATTEMPTED - no likely owned-site hit,,"Yat Sing Restaurant menu - Pleasanton CA 94566 - (925) 484-1008Yat Sing Restaurant - Pleasanton, CA 94566 - The Real Yellow ...Online Menu of Yat Sing Restaurant Restaurant, Pleasanton ...Yat Sing Restaurant, Pleasanton, CA: Bay Area Chinese ...Yat Sing Restaurant Menu in Pleasanton, CA | Order Delivery ...Yat Sing Restaurant in Pleasanton, California: information ...Yat Sing Restaurant, 5400 Sunol Blvd # 2, Pleasanton ... (allmenus.com) [directory/profile domain] | Yat Sing Restaurant - Pleasanton, CA 94566 - The Real Yellow ... (yellowpages.com) [directory/profile domain] | Online Menu of Yat Sing Restaurant Restaurant, Pleasanton ...Yat Sing Restaurant, Pleasanton, CA: Bay Area Chinese ...Yat Sing Restaurant Menu in Pleasanton, CA | Order Delivery ...Yat Sing Restaurant in Pleasanton, California: information ...Yat Sing Restaurant, 5400 Sunol Blvd # 2, Pleasanton ... (zmenu.com) [directory/profile domain] | Yat Sing Restaurant, Pleasanton, CA: Bay Area Chinese ... (valleywalk.com) [domain does not match business name tokens] | Yat Sing Restaurant Menu in Pleasanton, CA | Order Delivery ...Yat Sing Restaurant in Pleasanton, California: information ...Yat Sing Restaurant, 5400 Sunol Blvd # 2, Pleasanton ... (menupix.com) [directory/profile domain] | Yat Sing Restaurant in Pleasanton, California: information ... (restaurants.com) [domain does not match business name tokens]"
324,Jim's Country Style Restaurant,"5400 Sunol Boulevard, Pleasanton, CA, 94566",(925) 426-7019,restaurant,"""Jim's Country Style Restaurant"" ""Pleasanton"" ""(925) 426-7019"" official website",ATTEMPTED - no likely owned-site hit,,"Restaurants & Dining | Pleasanton Marriott (marriott.com) [domain does not match business name tokens] | JIM'S COUNTRY STYLE RESTAURANT, Pleasanton... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Jim's Country Style Restaurant - Visit Tri-Valley (visittrivalley.com) [domain does not match business name tokens] | Business Spotlight: Jim’s Country Style Restaurant - City of... (cityofpleasantonca.gov) [domain does not match business name tokens] | Order JIM'S COUNTRY STYLE RESTAURANT - Pleasanton, Menu... (doordash.com) [directory/profile domain] | Online Menu of Jim's Country Style Restaurant, Pleasanton, CA (menupix.com) [directory/profile domain]"
325,Main St. Hair Extensions Bar,"260;264;268 Main Street, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 339-2395,hairdresser,"""Main St. Hair Extensions Bar"" ""Pleasanton"" ""(925) 339-2395"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
326,Brush & Blow,"West Angela Street, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 249-5139,hairdresser,"""Brush & Blow"" ""Pleasanton"" ""(925) 249-5139"" official website",ATTEMPTED - no likely owned-site hit,,"Marketing Suite :: Brush & Blow - Pleasanton, CA (hirefrederick.com) [domain does not match business name tokens] | Brush & Blow Blowout Bar - Hair - Pleasanton, CA (smartshopperbayarea.com) [domain does not match business name tokens] | Link to facebook.com (facebook.com) [directory/profile domain]"
327,Estrella Designs,"Division Street, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 408-2985,tailor,"""Estrella Designs"" ""Pleasanton"" ""(925) 408-2985"" official website",ATTEMPTED - no likely owned-site hit,,"Estrella Designs in Pleasanton, CA 94566 - 925-408...Estrella Designs | Pleasanton CA - FacebookEstrella Designs - Pleasanton - 220 Division St - RE:SourceHome - Elia RestaurantsAlameda CACommunity Association Management San Francisco Bay Area ...Home - Tommy T's Comedy Club (chamberofcommerce.com) [directory/profile domain] | Estrella Designs | Pleasanton CA - Facebook (facebook.com) [directory/profile domain] | Estrella Designs - Pleasanton - 220 Division St - RE:Source (resource.stopwaste.org) [domain does not match business name tokens] | Estrella Designs - Pleasanton (a-better-place.com) [domain does not match business name tokens] | Home - Elia Restaurants (eliarestaurants.com) [domain does not match business name tokens] | Alameda CACommunity Association Management San Francisco Bay Area ...Home - Tommy T's Comedy Club (alamedaca.gov) [domain does not match business name tokens]"
328,Sculptations Boutique,"Division Street, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 381-9300,beauty,"""Sculptations Boutique"" ""Pleasanton"" ""(925) 381-9300"" official website",SEARCH ERROR,,"ERROR: ('error sending request for url (https://html.duckduckgo.com/html/)', 'https://html.duckduckgo.com/html/')"
329,Aila aesthetics,"148;164 Ray Street, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 313-7780,beauty,"""Aila aesthetics"" ""Pleasanton"" ""(925) 313-7780"" official website",ATTEMPTED - no likely owned-site hit,,"Aila Aesthetics - Pleasanton, CA (yelp.com) [directory/profile domain] | Aila Aesthetics, Pleasanton, CA - Reviews (9), Photos (15 ...Aila Aesthetics in Pleasanton, CA 94566 - Chamber of CommerceAila Aesthetics - Pleasanton, CA - NextdoorAila Aesthetics - Pleasanton, CA - Beauty Salon in PleasantonAila Aesthetics, 148 Ray St, Pleasanton, CA 94566, US - MapQuestBest 26 Aila Aesthetics in Pleasanton, CA with Reviews | The ... (bestprosintown.com) [directory/profile domain] | Aila Aesthetics in Pleasanton, CA 94566 - Chamber of CommerceAila Aesthetics - Pleasanton, CA - NextdoorAila Aesthetics - Pleasanton, CA - Beauty Salon in PleasantonAila Aesthetics, 148 Ray St, Pleasanton, CA 94566, US - MapQuestBest 26 Aila Aesthetics in Pleasanton, CA with Reviews | The ... (chamberofcommerce.com) [directory/profile domain] | Aila Aesthetics - Pleasanton, CA - Nextdoor (nextdoor.com) [directory/profile domain] | Aila Aesthetics - Pleasanton, CA - Beauty Salon in Pleasanton (manta.com) [directory/profile domain] | Aila Aesthetics, 148 Ray St, Pleasanton, CA 94566, US - MapQuest (mapquest.com) [directory/profile domain]"
330,Lavendar Nail Salon,"3550 Bernal Avenue, Pleasanton, California, 94566 (reverse-geocoded approximate)",(925) 462-6907,beauty,"""Lavendar Nail Salon"" ""Pleasanton"" ""(925) 462-6907"" official website",ATTEMPTED - no likely owned-site hit,,"Touriga Drive, Pleasanton city, CA 94566 (callejero-california.openalfa.com) [domain does not match business name tokens]"
331,Hopyard Nails,"2723 Hopyard Road, Pleasanton, CA, 94588",(925) 462-2261,beauty,"""Hopyard Nails"" ""Pleasanton"" ""(925) 462-2261"" official website",ATTEMPTED - no likely owned-site hit,,"Hopyard Nails - Pleasanton, CA 94588 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Hopyard Nails - Pleasanton, CA (California) - (925) 462-2261 ... (411.info) [domain does not match business name tokens] | Hopyard Nails, Pleasanton, CA, US - MapQuest - Official MapQuest (mapquest.com) [directory/profile domain] | Belle La Vie The Nail Place | Pleasanton CA - Facebook (facebook.com) [directory/profile domain] | PROFESSIONAL NAILS - Updated May 2026 - 199 Photos & 146 ... (yelp.com) [directory/profile domain] | Blv spa pleasanton on Instagram: "" Unleash Your Creativity ... (instagram.com) [directory/profile domain]"
332,Shear Cuts,"2739 Hopyard Road, Pleasanton, CA, 94588",(925) 462-0123,hairdresser,"""Shear Cuts"" ""Pleasanton"" ""(925) 462-0123"" official website",ATTEMPTED - no likely owned-site hit,,"SHEAR CUTS, (925) 462-0123, 2739 Hopyard Rd - Conprofi (conprofi.com) [domain does not match business name tokens] | Meestejuuksurid kohas Pleasanton, California (et.cybo.com) [domain does not match business name tokens] | untitled (pleasantonweekly.com) [domain does not match business name tokens]"
333,The Jelly Donut,"2897 Hopyard Road, Pleasanton, CA, 94588",(925) 462-1343,cafe,"""The Jelly Donut"" ""Pleasanton"" ""(925) 462-1343"" official website",ATTEMPTED - no likely owned-site hit,,"THE JELLY DONUT, Pleasanton - 2897 Hopyard Rd... - Tripadvisor (tripadvisor.com) [directory/profile domain] | The Jelly Donut, Pleasanton - Menu, Reviews... - Restaurantji (restaurantji.com) [directory/profile domain] | Menu for The Jelly Donut in Pleasanton, CA | Sirved (sirved.com) [domain does not match business name tokens] | The Jelly Donut Gift Cards and Gift Certificate - 2897 Hopyard Rd... (giftly.com) [domain does not match business name tokens] | Online Menu of The Jelly Donut Restaurant, Pleasanton... - Zmenu (zmenu.com) [directory/profile domain] | Donuts in California | Telephone Directories (telephonedirectories.us) [domain does not match business name tokens]"
334,Pho Lovers,"4288 Dublin Boulevard, Dublin, CA, 94568",(925) 361-8024,restaurant,"""Pho Lovers"" ""Dublin"" ""(925) 361-8024"" official website",ATTEMPTED - no likely owned-site hit,,"PHO LOVERS - Updated January 2025 - 236 Photos & 94 Reviews ... (yelp.com) [directory/profile domain] | Pho Lovers — Ulferts Center | Milpitas, Dublin & Palo Alto (ulferts.com) [domain does not match business name tokens] | Pho Lovers, 4288 Dublin Blvd, Ste 105, Dublin, CA 94568, US ... (mapquest.com) [directory/profile domain] | Pho Lovers Menu in Dublin, CA | Order Delivery & ReviewsPho Lovers - sagemenu.comPho Lovers, Dublin | RoadtrippersCity of Dublin, California | Pho lovers, join us in welcoming ... (menupix.com) [directory/profile domain] | Pho Lovers - sagemenu.com (sagemenu.com) [domain does not match business name tokens] | Pho Lovers, Dublin | Roadtrippers (maps.roadtrippers.com) [domain does not match business name tokens]"
335,Monaco Hair And Nails,"Dublin Boulevard, Dublin, California, 94588 (reverse-geocoded approximate)",(925) 479-0999,beauty,"""Monaco Hair And Nails"" ""Dublin"" ""(925) 479-0999"" official website",ATTEMPTED - no likely owned-site hit,,"Monaco Hair and Nails - Dublin, CA - YelpMONACO HAIR & NAILS - Dublin CA - Hours, Directions ...Monaco Hair & Nails - 5288 Dublin Blvd, Dublin, CA 94568 ...Monaco Hair & Nails - Dublin, CA 94568 - Services and ReviewsMonaco Hair & Nails in Dublin, CA 94568 - 925-479...Monaco Hair and Nails - Dublin, CA - Beauty Salon in DublinMonaco Hair & Nails - Dublin, CA 94568 - The Real Yellow Pages (yelp.com) [directory/profile domain] | MONACO HAIR & NAILS - Dublin CA - Hours, Directions ... (loc8nearme.com) [directory/profile domain] | Monaco Hair & Nails - 5288 Dublin Blvd, Dublin, CA 94568 ...Monaco Hair & Nails - Dublin, CA 94568 - Services and ReviewsMonaco Hair & Nails in Dublin, CA 94568 - 925-479...Monaco Hair and Nails - Dublin, CA - Beauty Salon in DublinMonaco Hair & Nails - Dublin, CA 94568 - The Real Yellow Pages (businessyab.com) [domain does not match business name tokens] | Monaco Hair & Nails - Dublin, CA 94568 - Services and Reviews (salondiscover.com) [directory/profile domain] | Monaco Hair & Nails in Dublin, CA 94568 - 925-479... (chamberofcommerce.com) [directory/profile domain] | Monaco Hair and Nails - Dublin, CA - Beauty Salon in Dublin (manta.com) [directory/profile domain]"
